324.4334526547915,92.00773112911341
324.,91.875
324.,91.562
324.,91.25
323.62,90.938
323.62,90.625
323.25,90.312
323.25,90.
323.25,89.688
322.88,89.375
322.88,89.062
322.88,88.75
322.5,88.438
322.5,88.125
322.5,87.812
322.12,87.5
322.12,87.188
322.12,86.875
322.12,86.562
321.75,86.25
321.75,85.938
321.75,85.625
321.38,85.312
321.38,85.
321.38,84.688
321.38,84.375
321.,84.062
321.,83.75
321.,83.438
321.,83.125
321.,82.812
320.62,82.5
320.62,82.188
320.62,81.875
320.62,81.562
320.62,81.25
320.62,80.938
320.25,80.625
320.25,80.312
320.25,80.
320.25,79.688
320.25,79.375
320.25,79.062
320.25,78.75
319.88,78.438
319.88,78.125
319.88,77.812
319.88,77.5
319.88,77.188
319.88,76.875
319.88,76.562
319.88,76.25
319.88,75.938
319.88,75.625
319.88,75.312
319.88,75.
319.88,74.688
319.5,74.375
319.5,74.062
319.5,73.75
319.5,73.438
319.5,73.125
319.5,72.812
319.5,72.5
319.5,72.188
319.5,71.875
319.5,71.562
319.5,71.25
319.5,70.938
319.5,70.625
319.88,70.312
319.88,70.
319.88,69.688
319.88,69.375
319.88,69.062
319.88,68.75
319.88,68.438
319.88,68.125
319.88,67.812
319.88,67.5
319.88,67.188
319.88,66.875
319.88,66.562
319.88,66.25
319.88,65.938
320.25,65.625
320.25,65.312
320.25,65.
320.25,64.688
320.25,64.375
320.25,64.062
320.25,63.75
320.25,63.438
320.62,63.125
320.62,62.812
320.62,62.5
320.62,62.188
320.62,61.875
320.62,61.562
321.,61.25
321.,60.938
321.,60.625
321.,60.312
321.,60.
321.,59.688
321.38,59.375
321.38,59.062
321.38,58.75
321.38,58.438
321.38,58.125
321.75,57.812
321.75,57.5
321.75,57.188
321.75,56.875
322.12,56.562
322.12,56.25
322.12,55.938
322.12,55.625
322.5,55.312
322.5,55.
322.5,54.688
322.5,54.375
322.88,54.062
322.88,53.75
322.88,53.438
322.88,53.125
323.25,52.812
323.25,52.5
323.25,52.188
323.25,51.875
323.62,51.562
323.62,51.25
323.62,50.938
324.,50.625
324.,50.312
324.,50.
324.,49.688
324.38,49.375
324.38,49.062
324.38,48.75
324.75,48.438
324.75,48.125
324.75,47.812
325.12,47.5
325.12,47.188
325.12,46.875
325.5,46.562
325.5,46.25
325.5,45.938
325.88,45.625
325.88,45.312
325.88,45.
326.25,44.688
326.25,44.375
326.25,44.062
326.62,43.75
326.62,43.438
326.62,43.125
327.,42.812
327.,42.5
327.,42.188
327.38,41.875
327.38,41.562
327.75,41.25
327.75,40.938
327.75,40.625
328.12,40.312
328.12,40.
328.12,39.688
328.5,39.375
328.5,39.062
328.88,38.75
328.88,38.438
328.88,38.125
329.25,37.812
329.25,37.5
329.25,37.188
329.62,36.875
329.62,36.562
330.,36.25
330.,35.938
330.,35.625
330.38,35.312
330.38,35.
330.75,34.688
330.75,34.375
330.75,34.062
331.12,33.75
331.12,33.438
331.5,33.125
331.5,32.812
331.5,32.5
331.88,32.188
331.88,31.875
332.25,31.562
332.25,31.25
332.25,30.938
332.62,30.625
332.62,30.312
333.12,30.
