0.,0.,346.1910999778754,0.
12.,0.,346.1910196373261,0.
24.,0.,346.19108542101844,0.
36.,0.,346.1911286460338,0.
48.,0.,346.19112520418855,0.
60.,0.,346.19111454525796,0.
72.,0.,346.19107001716367,0.
84.,0.,346.1911763703148,0.
96.,0.,346.19111486838256,0.
108.,0.,346.1911381890665,0.
120.,0.,346.19100303863513,0.
132.,0.,346.19110981182916,0.
144.,0.,346.19106804580406,0.
156.,0.,346.1911077737353,0.
168.,0.,346.19108406626503,0.
180.,0.,346.19109187258846,0.
192.,0.,346.19110314880595,0.
204.,0.,346.1911125543472,0.
216.,0.,346.19110063321716,0.
228.,0.,346.1911006215928,0.
240.,0.,346.19108525421177,0.
252.,0.,346.19106960263144,0.
264.,0.,346.190989128211,0.
276.,0.,346.19112593129387,0.
408.,0.,0.00005753948632439764,0.
0.,10.,346.19112072306984,0.
12.,10.,346.1910573985207,0.
24.,10.,346.1910468935531,0.
36.,10.,346.1910716751104,0.
48.,10.,346.1910603172551,0.
60.,10.,346.19106781786934,0.
72.,10.,346.1911225832715,0.
84.,10.,346.19115541467727,0.
96.,10.,346.19111147453714,0.
108.,10.,346.19109701009086,0.
120.,10.,346.1910975808512,0.
132.,10.,346.1911538414614,0.
144.,10.,346.1911458062583,0.
156.,10.,346.19110061511344,0.
168.,10.,346.191178576784,0.
180.,10.,346.1911890048619,0.
192.,10.,346.1910350969845,0.
204.,10.,346.1910786002557,0.
216.,10.,346.19105716201034,0.
228.,10.,346.1910942419996,0.
240.,10.,346.19100877574897,0.
252.,10.,346.1908008687567,0.
264.,10.,346.18989537492325,0.
276.,10.,346.18718891190474,0.
408.,10.,0.00004052967333878585,0.
0.,20.,346.19115402542684,0.
12.,20.,346.19116023067784,0.
24.,20.,346.19103760666667,0.
36.,20.,346.1910516091157,0.
48.,20.,346.19107132975626,0.
60.,20.,346.1910918953112,0.
72.,20.,346.19103397420906,0.
84.,20.,346.1910565563001,0.
96.,20.,346.19097151273644,0.
108.,20.,346.19100612521333,0.
120.,20.,346.19093682439666,0.
132.,20.,346.1908679500893,0.
144.,20.,346.19062232885364,0.
156.,20.,346.190241445692,0.
168.,20.,346.1894471142471,0.
180.,20.,346.1880992337212,0.
192.,20.,346.1855391090243,0.
204.,20.,346.1811292750641,0.
216.,20.,346.1728277364171,0.
228.,20.,346.15782071196224,0.
240.,20.,346.1304812297473,0.
252.,20.,346.08062245120755,0.
264.,20.,345.9892937782168,0.
276.,20.,345.82220190317054,0.
408.,20.,0.00009094699094960114,0.
0.,30.,346.19070249579966,0.
12.,30.,346.19064470886906,0.
24.,30.,346.19044313136857,0.
36.,30.,346.19033517739683,0.
48.,30.,346.18997470304294,0.
60.,30.,346.18938764279085,0.
72.,30.,346.1886609450423,0.
84.,30.,346.1874580787844,0.
96.,30.,346.1856970360976,0.
108.,30.,346.1830120153448,0.
120.,30.,346.1790365086397,0.
132.,30.,346.17312266837047,0.
144.,30.,346.1643124563452,0.
156.,30.,346.15127065746765,0.
168.,30.,346.13151331752306,0.
180.,30.,346.10229331903474,0.
192.,30.,346.0585142142474,0.
204.,30.,345.9930663972123,0.
216.,30.,345.89521234159076,0.
228.,30.,345.7485625641,0.
240.,30.,345.5285178375713,0.
252.,30.,345.19712810992735,0.
264.,30.,344.69580045422254,0.
276.,30.,343.93155736880306,0.
408.,30.,0.0000618481607725898,0.
0.,40.,346.1791195289908,0.
12.,40.,346.17858781410985,0.
24.,40.,346.17693530708914,0.
36.,40.,346.17393954487477,0.
48.,40.,346.1694504660116,0.
60.,40.,346.1629029927346,0.
72.,40.,346.1539188259552,0.
84.,40.,346.14145698467996,0.
96.,40.,346.1246102769344,0.
108.,40.,346.10146990312154,0.
120.,40.,346.0704616372329,0.
132.,40.,346.0282678567587,0.
144.,40.,345.97111969713694,0.
156.,40.,345.8941563595522,0.
168.,40.,345.7896548803898,0.
180.,40.,345.64817951884095,0.
192.,40.,345.45625858651425,0.
204.,40.,345.1957502343125,0.
216.,40.,344.84092367095013,0.
228.,40.,344.3562785945386,0.
240.,40.,343.6916816053026,0.
252.,40.,342.77440312482076,0.
264.,40.,341.49734935466057,0.
276.,40.,339.6966949803618,0.
408.,40.,0.00005963105749529494,0.
0.,50.,346.09936286417883,0.
12.,50.,346.0967087617309,0.
24.,50.,346.08854543285486,0.
36.,50.,346.07453576233996,0.
48.,50.,346.05365158306296,0.
60.,50.,346.0249217178931,0.
72.,50.,345.9864076097756,0.
84.,50.,345.9360563937444,0.
96.,50.,345.87081245002383,0.
108.,50.,345.78678953797555,0.
120.,50.,345.67909991336677,0.
132.,50.,345.5412526705229,0.
144.,50.,345.3649230406433,0.
156.,50.,345.1392850291745,0.
168.,50.,344.8505916218352,0.
180.,50.,344.48060160469703,0.
192.,50.,344.0053594191089,0.
204.,50.,343.39345395306117,0.
216.,50.,342.60267719813476,0.
228.,50.,341.5757702434181,0.
240.,50.,340.2335012334616,0.
252.,50.,338.4635473605563,0.
264.,50.,336.0999650740284,0.
276.,50.,332.8870780775459,0.
408.,50.,0.00007357744929752515,0.
0.,60.,345.8249781053015,0.
12.,60.,345.81758839369184,0.
24.,60.,345.79523359680866,0.
36.,60.,345.7568525280359,0.
48.,60.,345.7009374226951,0.
60.,60.,345.62524723689114,0.
72.,60.,345.5265972039798,0.
84.,60.,345.40083872716,0.
96.,60.,345.24268912795105,0.
108.,60.,345.04565825468444,0.
120.,60.,344.80100270506284,0.
132.,60.,344.49843718797104,0.
144.,60.,344.1246418656364,0.
156.,60.,343.66272967238723,0.
168.,60.,343.09160601872236,0.
180.,60.,342.38415815895917,0.
192.,60.,341.5055763363081,0.
204.,60.,340.41084782397513,0.
216.,60.,339.0401492998363,0.
228.,60.,337.3129354614739,0.
240.,60.,335.1187563440658,0.
252.,60.,332.29954504197826,0.
264.,60.,328.620571125828,0.
276.,60.,323.7097973047284,0.
408.,60.,0.0000408736950598063,0.
0.,70.,345.1913007693996,0.
12.,70.,345.1765571802565,0.
24.,70.,345.13163068305494,0.
36.,70.,345.0553627281262,0.
48.,70.,344.94515805921236,0.
60.,70.,344.7976619587216,0.
72.,70.,344.6083413827417,0.
84.,70.,344.3709644041413,0.
96.,70.,344.0781066658757,0.
108.,70.,343.72015010795326,0.
120.,70.,343.2854601555788,0.
132.,70.,342.7591498001116,0.
144.,70.,342.1232778134264,0.
156.,70.,341.35518553703116,0.
168.,70.,340.42659459017403,0.
180.,70.,339.3019575106845,0.
192.,70.,337.9358255907248,0.
204.,70.,336.26972367857707,0.
216.,70.,334.22657659231896,0.
228.,70.,331.7029214915981,0.
240.,70.,328.5558796501042,0.
252.,70.,324.5800171735683,0.
264.,70.,319.46632612920575,0.
276.,70.,312.71486508733165,0.
408.,70.,0.00003947504437859475,0.
0.,80.,344.0455258173013,0.
12.,80.,344.02112569903034,0.
24.,80.,343.94721008007195,0.
36.,80.,343.8221214684109,0.
48.,80.,343.64258131479494,0.
60.,80.,343.4041255948087,0.
72.,80.,343.1008617247078,0.
84.,80.,342.724928503487,0.
96.,80.,342.266649715455,0.
108.,80.,341.7139261227306,0.
120.,80.,341.05189985296107,0.
132.,80.,340.26211802806057,0.
144.,80.,339.32230098068396,0.
156.,80.,338.20455484539593,0.
168.,80.,336.8744150920492,0.
