342.,0.
342.,0.3125
342.,0.625
342.,0.9375
342.,1.25
342.,1.5625
342.,1.875
342.,2.1875
342.,2.5
342.,2.8125
342.,3.125
342.,3.4375
342.,3.75
342.,4.0625
342.,4.375
341.62,4.6875
341.62,5.
341.62,5.3125
341.62,5.625
341.62,5.9375
341.62,6.25
341.62,6.5625
341.62,6.875
341.25,7.1875
341.25,7.5
341.25,7.8125
341.25,8.125
341.25,8.4375
341.25,8.75
340.88,9.0625
340.88,9.375
340.88,9.6875
340.88,10.
340.5,10.312
340.5,10.625
340.5,10.938
340.5,11.25
340.5,11.562
340.12,11.875
340.12,12.188
340.12,12.5
340.12,12.812
339.75,13.125
339.75,13.438
339.75,13.75
339.38,14.062
339.38,14.375
339.38,14.688
339.38,15.
339.,15.312
339.,15.625
339.,15.938
338.62,16.25
338.62,16.562
338.62,16.875
338.25,17.188
338.25,17.5
338.25,17.812
337.88,18.125
337.88,18.438
337.88,18.75
337.5,19.062
337.5,19.375
337.5,19.688
337.12,20.
337.12,20.312
336.75,20.625
336.75,20.938
336.75,21.25
336.38,21.562
336.38,21.875
336.,22.188
336.,22.5
335.62,22.812
335.62,23.125
335.62,23.438
335.25,23.75
335.25,24.062
334.88,24.375
334.88,24.688
334.5,25.
334.5,25.312
334.12,25.625
334.12,25.938
333.75,26.25
333.75,26.562
333.75,26.875
333.38,27.188
333.38,27.5
333.,27.812
333.,28.125
332.62,28.438
332.62,28.75
332.25,29.062
331.88,29.375
331.88,29.688
331.5,30.
331.5,30.312
331.12,30.625
331.12,30.938
330.75,31.25
330.75,31.562
330.38,31.875
330.38,32.188
330.,32.5
329.62,32.812
329.62,33.125
329.25,33.438
329.25,33.75
328.88,34.062
328.88,34.375
328.5,34.688
328.12,35.
328.12,35.312
327.75,35.625
327.75,35.938
327.38,36.25
327.,36.562
327.,36.875
326.62,37.188
326.25,37.5
326.25,37.812
325.88,38.125
325.88,38.438
325.5,38.75
325.12,39.062
325.12,39.375
324.75,39.688
324.38,40.
324.38,40.312
324.,40.625
323.62,40.938
323.62,41.25
323.25,41.562
322.88,41.875
322.88,42.188
322.5,42.5
322.12,42.812
321.75,43.125
321.75,43.438
321.38,43.75
321.,44.062
321.,44.375
320.62,44.688
320.25,45.
319.88,45.312
319.88,45.625
319.5,45.938
319.12,46.25
319.12,46.562
318.75,46.875
318.38,47.188
318.,47.5
318.,47.812
317.62,48.125
317.25,48.438
316.88,48.75
316.88,49.062
316.5,49.375
316.12,49.688
315.75,50.
315.38,50.312
315.38,50.625
315.,50.938
314.62,51.25
314.25,51.562
314.25,51.875
313.88,52.188
313.5,52.5
313.12,52.812
312.75,53.125
312.75,53.438
312.38,53.75
312.,54.062
311.62,54.375
311.25,54.688
311.25,55.
310.88,55.312
310.5,55.625
310.12,55.938
309.75,56.25
309.38,56.562
309.38,56.875
309.,57.188
308.62,57.5
308.25,57.812
307.88,58.125
307.5,58.438
307.12,58.75
307.12,59.062
306.75,59.375
306.38,59.688
306.,60.
305.62,60.312
305.25,60.625
304.88,60.938
304.5,61.25
304.5,61.562
304.12,61.875
303.75,62.188
303.38,62.5
303.,62.812
302.62,63.125
302.25,63.438
301.88,63.75
301.5,64.062
301.5,64.375
301.12,64.688
300.75,65.
300.38,65.312
300.,65.625
299.62,65.938
299.25,66.25
298.88,66.562
298.5,66.875
298.12,67.188
297.75,67.5
297.38,67.812
297.,68.125
297.,68.438
296.62,68.75
296.25,69.062
295.88,69.375
295.5,69.688
295.12,70.
294.75,70.312
294.38,70.625
294.,70.938
293.62,71.25
293.25,71.562
292.88,71.875
292.5,72.188
292.12,72.5
291.75,72.812
291.38,73.125
291.,73.438
290.62,73.75
290.25,74.062
289.88,74.375
289.5,74.688
289.12,75.
288.75,75.312
288.38,75.625
288.,75.938
287.62,76.25
287.25,76.562
286.88,76.875
286.5,77.188
286.12,77.5
285.75,77.812
285.38,78.125
285.,78.438
284.62,78.75
284.25,79.062
283.88,79.375
283.5,79.688
283.12,80.
282.75,80.312
282.38,80.625
282.,80.938
281.62,81.25
281.25,81.562
280.88,81.875
280.5,82.188
280.12,82.5
279.75,82.812
279.38,83.125
279.,83.438
278.62,83.75
277.88,84.062
277.5,84.375
277.12,84.688
276.75,85.
276.38,85.312
276.,85.625
275.62,85.938
275.25,86.25
274.88,86.562
274.5,86.875
274.12,87.188
273.75,87.5
273.38,87.812
272.62,88.125
272.25,88.438
271.88,88.75
271.5,89.062
271.12,89.375
270.75,89.688
270.38,90.
270.,90.312
269.62,90.625
269.25,90.938
268.5,91.25
268.12,91.562
267.75,91.875
267.38,92.188
267.,92.5
266.62,92.812
266.25,93.125
265.88,93.438
265.12,93.75
264.75,94.062
264.38,94.375
264.,94.688
263.62,95.
263.25,95.312
262.88,95.625
262.12,95.938
261.75,96.25
261.38,96.562
261.,96.875
260.62,97.188
260.25,97.5
259.5,97.812
259.12,98.125
258.75,98.438
258.38,98.75
258.,99.062
257.25,99.375
256.88,99.688
256.5,100.
256.12,100.31
255.75,100.62
255.,100.94
254.62,101.25
254.25,101.56
253.88,101.88
253.5,102.19
252.75,102.5
252.38,102.81
252.,103.12
251.62,103.44
251.25,103.75
250.5,104.06
250.12,104.38
249.75,104.69
249.38,105.
248.62,105.31
248.25,105.62
247.88,105.94
247.5,106.25
246.75,106.56
246.38,106.88
246.,107.19
245.62,107.5
244.88,107.81
244.5,108.12
244.12,108.44
243.38,108.75
243.,109.06
242.62,109.38
242.25,109.69
241.5,110.
241.12,110.31
240.75,110.62
240.,110.94
239.62,111.25
239.25,111.56
238.5,111.88
238.12,112.19
237.75,112.5
237.,112.81
236.62,113.12
236.25,113.44
235.5,113.75
235.12,114.06
234.75,114.38
234.,114.69
233.62,115.
233.25,115.31
232.5,115.62
232.12,115.94
231.75,116.25
231.58445602550358,116.36290256931683
