0.,133.88,141.38
0.75,133.88,141.38
1.5,133.88,141.38
2.25,133.88,141.38
3.,133.88,141.38
3.75,133.88,141.38
4.5,133.88,141.38
5.25,133.88,141.38
6.,133.88,141.38
6.75,133.88,141.38
7.5,133.88,141.38
8.25,133.88,141.38
9.,133.88,141.38
9.75,133.88,141.38
10.5,133.88,141.38
11.25,133.88,141.38
12.,133.88,141.38
12.75,133.88,141.38
13.5,133.88,141.38
14.25,133.88,141.38
15.,133.88,141.38
15.75,133.88,141.38
16.5,133.88,141.38
17.25,133.88,141.38
18.,133.88,141.38
18.75,133.88,141.38
19.5,133.88,141.38
20.25,133.88,141.38
21.,133.88,141.38
21.75,133.88,141.38
22.5,133.25,141.38
23.25,133.25,141.38
24.,133.25,140.75
24.75,133.25,140.75
25.5,133.25,140.75
26.25,133.25,140.75
27.,133.25,140.75
27.75,133.25,140.75
28.5,133.25,140.75
29.25,133.25,140.75
30.,133.25,140.75
30.75,133.25,140.75
31.5,133.25,140.75
32.25,133.25,140.75
33.,132.62,140.75
33.75,132.62,140.75
34.5,132.62,140.75
35.25,132.62,140.12
36.,132.62,140.12
36.75,132.62,140.12
37.5,132.62,140.12
38.25,132.62,140.12
39.,132.62,140.12
39.75,132.62,140.12
40.5,132.62,140.12
41.25,132.,140.12
42.,132.,140.12
42.75,132.,140.12
43.5,132.,139.5
44.25,132.,139.5
45.,132.,139.5
45.75,132.,139.5
46.5,132.,139.5
47.25,131.38,139.5
48.,131.38,139.5
48.75,131.38,139.5
49.5,131.38,139.5
50.25,131.38,138.88
51.,131.38,138.88
51.75,131.38,138.88
52.5,131.38,138.88
53.25,130.75,138.88
54.,130.75,138.88
54.75,130.75,138.88
55.5,130.75,138.88
56.25,130.75,138.25
57.,130.75,138.25
57.75,130.75,138.25
58.5,130.12,138.25
59.25,130.12,138.25
60.,130.12,138.25
60.75,130.12,138.25
61.5,130.12,138.25
62.25,130.12,137.62
63.,129.5,137.62
63.75,129.5,137.62
64.5,129.5,137.62
65.25,129.5,137.62
66.,129.5,137.62
66.75,129.5,137.
67.5,128.88,137.
68.25,128.88,137.
69.,128.88,137.
69.75,128.88,137.
70.5,128.88,137.
71.25,128.25,137.
72.,128.25,136.38
72.75,128.25,136.38
73.5,128.25,136.38
74.25,128.25,136.38
75.,127.62,136.38
75.75,127.62,135.75
76.5,127.62,136.38
77.25,127.62,135.75
78.,127.62,135.75
78.75,127.,135.75
79.5,127.,135.75
80.25,127.,135.12
81.,127.,135.12
81.75,127.,135.12
82.5,126.38,135.12
83.25,126.38,135.12
84.,126.38,134.5
84.75,126.38,134.5
85.5,125.75,134.5
86.25,125.75,134.5
87.,125.75,134.5
87.75,125.75,133.88
88.5,125.75,133.88
89.25,125.12,133.88
90.,125.12,133.88
90.75,125.12,133.88
91.5,125.12,133.25
92.25,124.5,133.25
93.,124.5,133.25
93.75,124.5,133.25
94.5,124.5,133.25
95.25,123.88,132.62
96.,123.88,132.62
96.75,123.88,132.62
97.5,123.25,132.62
98.25,123.25,132.
99.,123.25,132.
99.75,123.25,132.
100.5,122.62,132.
101.25,122.62,131.38
102.,122.62,131.38
102.75,122.62,131.38
103.5,122.,131.38
104.25,122.,130.75
105.,122.,130.75
105.75,121.38,130.75
106.5,121.38,130.75
107.25,121.38,130.12
108.,121.38,130.12
108.75,120.75,130.12
109.5,120.75,130.12
110.25,120.75,129.5
111.,120.12,129.5
111.75,120.12,129.5
112.5,120.12,129.5
113.25,119.5,128.88
114.,119.5,128.88
114.75,119.5,128.88
115.5,118.88,128.88
116.25,118.88,128.25
117.,118.88,128.25
117.75,118.25,128.25
118.5,118.25,127.62
119.25,118.25,127.62
120.,117.62,127.62
120.75,117.62,127.62
121.5,117.62,127.
122.25,117.,127.
123.,117.,127.
123.75,117.,126.38
124.5,116.38,126.38
125.25,116.38,126.38
126.,116.38,126.38
126.75,115.75,125.75
127.5,115.75,125.75
128.25,115.75,125.75
129.,115.12,125.12
129.75,115.12,125.12
130.5,114.5,125.12
131.25,114.5,124.5
132.,114.5,124.5
132.75,113.88,124.5
133.5,113.88,123.88
134.25,113.88,123.88
135.,113.25,123.88
135.75,113.25,123.88
136.5,112.62,123.25
137.25,112.62,123.25
138.,112.62,123.25
138.75,112.,122.62
139.5,112.,122.62
140.25,111.38,122.62
141.,111.38,122.
141.75,111.38,122.
142.5,110.75,122.
143.25,110.75,121.38
144.,110.12,121.38
144.75,110.12,121.38
145.5,109.5,120.75
146.25,109.5,120.75
147.,109.5,120.12
147.75,108.88,119.5
148.5,108.88,120.12
149.25,108.25,119.5
150.,108.25,119.5
150.75,107.62,119.5
151.5,107.62,118.88
152.25,107.,118.88
153.,107.,118.88
153.75,107.,118.25
154.5,106.38,118.25
155.25,106.38,118.25
156.,105.75,117.62
156.75,105.75,117.62
157.5,105.12,117.
158.25,105.12,117.
159.,104.5,117.
159.75,104.5,116.38
160.5,103.88,116.38
161.25,103.88,116.38
162.,103.25,115.75
162.75,103.25,115.75
163.5,102.62,115.12
164.25,102.62,115.12
165.,102.,115.12
165.75,102.,114.5
166.5,101.38,114.5
167.25,101.38,113.88
168.,100.75,113.88
168.75,100.75,113.88
169.5,100.12,113.25
170.25,100.12,113.25
171.,99.5,112.62
171.75,99.5,112.62
172.5,98.875,112.62
173.25,98.875,112.
174.,98.25,112.
174.75,97.625,111.38
175.5,97.625,111.38
176.25,97.,111.38
177.,97.,110.75
177.75,96.375,110.75
178.5,96.375,110.12
179.25,95.75,110.12
180.,95.75,110.12
180.75,95.125,109.5
181.5,94.5,109.5
182.25,94.5,108.88
183.,93.875,108.88
183.75,93.875,108.25
184.5,93.25,108.25
185.25,93.25,108.25
186.,92.625,107.62
186.75,92.,107.62
187.5,92.,107.
188.25,91.375,107.
189.,90.75,106.38
